HCPCS,MOD,DESCRIPTION,STATUS CODE,NOT USED FOR MEDICARE PAYMENT,WORK RVU,NON-FAC PE RVU,NON-FAC NA INDICATOR,FACILITY PE RVU,FACILITY NA INDICATOR,MP RVU,NON-FACILITY TOTAL,FACILITY TOTAL,PCTC IND,GLOB DAYS,PRE OP,INTRA OP,POST OP,MULT PROC,BILAT SURG,ASST SURG,CO-SURG,TEAM SURG,PRIC IND,ENDO BASE,CONV FACTOR,"PHYSICIAN
SUPERVISION OF
DIAGNOSTIC PROCEDURES",CALCULATION FLAG,"DIAGNOSTIC
IMAGING
FAMILY INDICATOR","PE USED
FOR OPPS
PAYMENT AMOUNT","PE USED
FOR OPPS
PAYMENT AMOUNT","MP USED
FOR OPPS
PAYMENT AMOUNT",NON-FACILITY TOTAL PRICE,FACILITY TOTAL PRICE
41806,,Removal foreign body jawbone,A,,2.72,9.64,,4.74,,0.40,12.76,7.86,0,010,0.10,0.80,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,426.195484,262.531074
4180F,,Adjv thxpyrxd/rcvd colon ca,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4181F,,Conformal radn thxpy rcvd,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
41820,,Excision gum each quadrant,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,000,0.00,0.00,0.00,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
41821,,Excision of gum flap,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,000,0.00,0.00,0.00,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
41822,,Excision of gum lesion,R,,2.35,8.66,,2.86,,0.43,11.44,5.64,0,010,0.10,0.80,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,382.106296,188.381076
41823,,Excision of gum lesion,R,,3.68,12.84,,6.32,,0.68,17.20,10.68,0,090,0.09,0.81,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,574.49548,356.721612
41825,,Excision of gum lesion,A,,1.37,4.90,,1.77,,0.18,6.45,3.32,0,010,0.10,0.80,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,215.435805,110.890988
41826,,Excision of gum lesion,A,,2.35,6.35,,2.72,,0.29,8.99,5.36,0,010,0.10,0.80,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,300.274091,179.028824
41827,,Excision of gum lesion,A,,3.73,8.77,,3.71,,0.47,12.97,7.91,0,090,0.09,0.81,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,433.209673,264.201119
41828,,Excision of gum lesion,R,,3.06,7.74,,2.38,,0.56,11.36,6.00,0,010,0.10,0.80,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,379.434224,200.4054
4182F,,No conformal radn thxpy,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
41830,,Removal of gum tissue,R,,3.36,11.12,,4.85,,0.62,15.10,8.83,0,010,0.10,0.80,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,504.35359,294.929947
41850,,Treatment of gum lesion,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,000,0.00,0.00,0.00,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4185F,,Continuous ppi or h2ra rcvd,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4186F,,No cont ppi or h2ra rcvd,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
41870,,Periodontal mucosal grafting,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,000,0.00,0.00,0.00,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
41872,,Gingivoplasty each quadrant,R,,2.93,11.90,,5.48,,0.54,15.37,8.95,0,090,0.09,0.81,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,513.371833,298.938055
41874,,Alveoloplasty each quadrant,R,,3.11,8.17,,3.23,,0.41,11.69,6.75,0,090,0.09,0.81,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,390.456521,225.456075
4187F,,Anti rheum drugthxpyrxd/gvn,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4188F,,Approp ace/arb tstng done,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
41899,,Unlisted px dentalvlr strux,C,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,2,0,0,1,1,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4189F,,Approp digoxin tstng done,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4190F,,Approp diuretic tstng done,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4191F,,Approp anticonvuls tstng,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4192F,,Pt not rcvng glucoco thxpy,M,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4193F,,Pt rcv <10mg daily predniso,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4194F,,Pt rcv >=10mg daily predniso,M,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4195F,,Pt rcvng anti-rheum thxpy ra,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4196F,,Ptnot rcvng anti-rhm thxpyra,M,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42000,,Drainage mouth roof lesion,A,,1.25,3.36,,1.54,,0.18,4.79,2.97,0,010,0.10,0.80,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,159.990311,99.200673
4200F,,External beam to prost only,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4201F,,Extrnl beam other than prost,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42100,,Biopsy roof of mouth,A,,1.33,2.98,,1.53,,0.18,4.49,3.04,0,010,0.10,0.80,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,149.970041,101.538736
42104,,Excision lesion mouth roof,A,,1.65,4.67,,1.80,,0.22,6.54,3.67,0,010,0.10,0.80,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,218.441886,122.581303
42106,,Excision lesion mouth roof,A,,2.10,5.46,,2.12,,0.27,7.83,4.49,0,010,0.10,0.80,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,261.529047,149.970041
42107,,Excision lesion mouth roof,A,,4.45,9.05,,4.08,,0.59,14.09,9.12,0,090,0.09,0.81,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,470.618681,304.616208
4210F,,Ace/arb thxpy for mos/>,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42120,,Remove palate/lesion,A,,11.56,14.06,NA,14.06,,1.69,27.31,27.31,0,090,0.09,0.81,0.10,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,912.178579,912.178579
42140,,Excision of uvula,A,,1.66,7.24,,2.66,,0.23,9.13,4.55,0,090,0.09,0.81,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,304.950217,151.974095
42145,,Repair palate pharynx/uvula,A,,9.54,7.29,NA,7.29,,1.39,18.22,18.22,0,090,0.09,0.81,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,608.564398,608.564398
42160,,Treatment mouth roof lesion,A,,1.80,4.94,,1.84,,0.22,6.96,3.86,0,010,0.10,0.80,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,232.470264,128.927474
42180,,Repair lac palate<2 cm,A,,2.49,4.78,,2.20,,0.36,7.63,5.05,0,010,0.10,0.80,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,254.848867,168.674545
42182,,Repair palate,A,,3.77,5.54,,2.51,,0.54,9.85,6.82,0,010,0.10,0.80,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,328.998865,227.794138
42200,,Reconstruct cleft palate,A,,12.22,10.74,NA,10.74,,2.27,25.23,25.23,0,090,0.09,0.81,0.10,2,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,842.704707,842.704707
42205,,Reconstruct cleft palate,A,,13.32,10.19,NA,10.19,,2.48,25.99,25.99,0,090,0.09,0.81,0.10,2,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,868.089391,868.089391
4220F,,Digoxin thxpy for 6 mos/>,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42210,,Reconstruct cleft palate,A,,14.65,11.68,NA,11.68,,2.72,29.05,29.05,0,090,0.09,0.81,0.10,2,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,970.296145,970.296145
42215,,Reconstruct cleft palate,A,,8.77,9.03,NA,9.03,,1.63,19.43,19.43,0,090,0.09,0.81,0.10,2,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,648.979487,648.979487
4221F,,Diuretic thxpy for 6 mos/>,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42220,,Reconstruct cleft palate,A,,6.98,7.87,NA,7.87,,1.30,16.15,16.15,0,090,0.09,0.81,0.10,2,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,539.424535,539.424535
42225,,Reconstruct cleft palate,A,,9.53,17.73,NA,17.73,,1.76,29.02,29.02,0,090,0.09,0.81,0.10,2,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,969.294118,969.294118
42226,,Lengthening of palate,A,,10.09,13.43,NA,13.43,,1.47,24.99,24.99,0,090,0.09,0.81,0.10,2,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,834.688491,834.688491
42227,,Lengthening of palate,A,,9.65,12.15,NA,12.15,,1.40,23.20,23.20,0,090,0.09,0.81,0.10,2,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,774.90088,774.90088
42235,,Repair palate,A,,7.81,11.70,NA,11.70,,1.14,20.65,20.65,0,090,0.09,0.81,0.10,2,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,689.728585,689.728585
42260,,Repair nose to lip fistula,A,,9.96,14.12,,6.17,,1.45,25.53,17.58,0,090,0.09,0.81,0.10,2,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,852.724977,587.187822
42280,,Preparation palate mold,A,,1.55,3.77,,1.17,,0.22,5.54,2.94,0,010,0.10,0.80,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,185.040986,98.198646
42281,,Insertion palate prosthesis,A,,1.93,5.03,,2.40,,0.27,7.23,4.60,0,010,0.10,0.80,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,241.488507,153.64414
42299,,Unlisted px palate uvula,C,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,2,0,2,1,1,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42300,,Drainage of salivary gland,A,,1.93,4.23,,2.05,,0.26,6.42,4.24,0,010,0.10,0.80,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,214.433778,141.619816
42305,,Drainage of salivary gland,A,,6.15,4.47,NA,4.47,,0.90,11.52,11.52,0,090,0.09,0.81,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,384.778368,384.778368
4230F,,Anticonv thxpy for 6 mos/>,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42310,,Drainage of salivary gland,A,,1.57,3.69,,2.04,,0.22,5.48,3.83,0,010,0.10,0.80,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,183.036932,127.925447
42320,,Drainage of salivary gland,A,,2.34,5.14,,2.16,,0.35,7.83,4.85,0,010,0.10,0.80,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,261.529047,161.994365
42330,,Removal of salivary stone,A,,2.20,4.59,,1.97,,0.33,7.12,4.50,0,010,0.10,0.80,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,237.814408,150.30405
42335,,Removal of salivary stone,A,,3.32,9.03,,3.37,,0.48,12.83,7.17,0,090,0.09,0.81,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,428.533547,239.484453
42340,,Removal of salivary stone,A,,4.60,10.48,,3.99,,0.66,15.74,9.25,0,090,0.09,0.81,0.10,2,1,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,525.730166,308.958325
42400,,Biopsy of salivary gland,A,,0.76,1.99,,0.59,,0.08,2.83,1.43,0,000,0.00,0.00,0.00,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,94.524547,47.763287
42405,,Biopsy of salivary gland,A,,3.26,5.47,,2.33,,0.46,9.19,6.05,0,010,0.10,0.80,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,306.954271,202.075445
42408,,Excision of salivary cyst,A,,4.54,11.88,,4.52,,0.65,17.07,9.71,0,090,0.09,0.81,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,570.153363,324.322739
42409,,Drainage of salivary cyst,A,,2.84,8.33,,3.04,,0.42,11.59,6.30,0,090,0.09,0.81,0.10,2,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,387.116431,210.42567
4240F,,Instr xrcz back pain 12 wks,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42410,,Excise parotid gland/lesion,A,,9.33,5.90,NA,5.90,,1.45,16.68,16.68,0,090,0.09,0.81,0.10,2,1,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,557.127012,557.127012
42415,,Excise parotid gland/lesion,A,,16.73,8.31,NA,8.31,,2.51,27.55,27.55,0,090,0.09,0.81,0.10,2,1,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,920.194795,920.194795
42420,,Excise parotid gland/lesion,A,,19.04,8.84,NA,8.84,,2.83,30.71,30.71,0,090,0.09,0.81,0.10,2,1,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1025.741639,1025.741639
42425,,Excise parotid gland/lesion,A,,13.08,6.85,NA,6.85,,1.94,21.87,21.87,0,090,0.09,0.81,0.10,2,1,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,730.477683,730.477683
42426,,Excise parotid gland/lesion,A,,22.09,9.34,NA,9.34,,3.48,34.91,34.91,0,090,0.09,0.81,0.10,2,1,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1166.025419,1166.025419
4242F,,Sprvsd xrcz back pn >12 wks,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42440,,Excise submaxillary gland,A,,5.99,4.21,NA,4.21,,0.89,11.09,11.09,0,090,0.09,0.81,0.10,2,1,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,370.415981,370.415981
42450,,Excise sublingual gland,A,,4.62,8.85,,4.58,,0.66,14.13,9.86,0,090,0.09,0.81,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,471.954717,329.332874
4245F,,Pt instr nrml activities,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4248F,,Pt instr no bd rest 4 days/>,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42500,,Repair salivary duct,A,,4.31,8.51,,4.45,,0.62,13.44,9.38,0,090,0.09,0.81,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,448.908096,313.300442
42505,,Repair salivary duct,A,,6.16,10.13,,5.22,,0.90,17.19,12.28,0,090,0.09,0.81,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,574.161471,410.163052
42507,,Parotid duct diversion,A,,6.09,6.24,NA,6.24,,0.89,13.22,13.22,0,090,0.09,0.81,0.10,2,2,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,441.559898,441.559898
42509,,Parotid duct diversion,A,,11.47,8.38,NA,8.38,,1.67,21.52,21.52,0,090,0.09,0.81,0.10,2,2,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,718.787368,718.787368
4250F,,Wrmng 4 surg normothermia,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42510,,Parotid duct diversion,A,,8.14,6.75,NA,6.75,,1.20,16.09,16.09,0,090,0.09,0.81,0.10,2,2,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,537.420481,537.420481
42550,,Injection for salivary x-ray,A,,1.22,3.06,,0.22,,0.12,4.40,1.56,0,000,0.00,0.00,0.00,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,146.96396,52.105404
4255F,,Anesth 60 min/> as docd,M,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4256F,,Anesthe <60 min as docd,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42600,,Closure of salivary fistula,A,,4.82,10.63,,4.04,,0.70,16.15,9.56,0,090,0.09,0.81,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,539.424535,319.312604
4260F,,Wound srfc culturetech used,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4261F,,Tech other than surfc cultr,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42650,,Dilation of salivary duct,A,,0.75,1.44,,0.74,,0.11,2.30,1.60,0,000,0.00,0.00,0.00,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,76.82207,53.44144
4265F,,Wet-dry dressings rx recmd,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42660,,Dilation of salivary duct,A,,1.10,1.80,,0.84,,0.16,3.06,2.10,0,000,0.00,0.00,0.00,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,102.206754,70.14189
42665,,Ligation of salivary duct,A,,2.56,8.09,,2.97,,0.38,11.03,5.91,0,090,0.09,0.81,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,368.411927,197.399319
4266F,,No wet-dry drssings rx recmd,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4267F,,Comprssion thxpy prescribed,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4268F,,Pt ed re comp thxpy rcvd,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42699,,Unlisted px salivry glnd/dux,C,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,2,0,2,1,1,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4269F,,Appropos mthd offloading rxd,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42700,,I&d abscess peritonsillar,A,,1.63,4.07,,1.95,,0.26,5.96,3.84,0,010,0.10,0.80,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,199.069364,128.259456
4270F,,Pt rcvng anti r-viral thxpy,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4271F,,Pt rcvng anti r-viral thxpy,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42720,,I&d absc phrngl ntraorl appr,A,,6.15,6.31,,2.94,,0.91,13.37,10.00,0,010,0.10,0.80,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,446.570033,334.009
42725,,I&d absc phrngl xtrnl appr,A,,12.10,7.18,NA,7.18,,1.92,21.20,21.20,0,090,0.09,0.81,0.10,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,708.09908,708.09908
4274F,,Flu immuno admind rcvd,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4276F,,Potent antivir thxpy rxd,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
4279F,,Pcp prophylaxis rxd,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42800,,Biopsy of throat,A,,1.40,3.17,,1.57,,0.21,4.78,3.18,0,010,0.10,0.80,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,159.656302,106.214862
42804,,Biopsy of upper nose/throat,A,,1.26,5.01,,1.94,,0.18,6.45,3.38,0,010,0.10,0.80,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,215.435805,112.895042
42806,,Biopsy of upper nose/throat,A,,1.59,5.39,,2.04,,0.22,7.20,3.85,0,010,0.10,0.80,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,240.48648,128.593465
42808,,Excise pharynx lesion,A,,2.29,4.38,,1.80,,0.35,7.02,4.44,0,010,0.10,0.80,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,234.474318,148.299996
42809,,Remove pharynx foreign body,A,,1.81,4.33,,1.41,,0.28,6.42,3.50,0,010,0.10,0.80,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,214.433778,116.90315
4280F,,Pcp prophylax rxd 3mon low %,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
42810,,Excision of neck cyst,A,,3.30,7.79,,3.95,,0.47,11.56,7.72,0,090,0.09,0.81,0.10,2,1,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,386.114404,257.854948
42815,,Excision of neck cyst,A,,7.13,6.14,NA,6.14,,1.05,14.32,14.32,0,090,0.09,0.81,0.10,2,1,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,478.300888,478.300888
42820,,Remove tonsils and adenoids,A,,4.11,3.11,NA,3.11,,0.59,7.81,7.81,0,090,0.09,0.81,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,260.861029,260.861029
42821,,Remove tonsils and adenoids,A,,4.25,3.29,NA,3.29,,0.61,8.15,8.15,0,090,0.09,0.81,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,272.217335,272.217335
42825,,Removal of tonsils,A,,3.42,3.39,NA,3.39,,0.48,7.29,7.29,0,090,0.09,0.81,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,243.492561,243.492561
42826,,Removal of tonsils,A,,3.36,3.09,NA,3.09,,0.48,6.93,6.93,0,090,0.09,0.81,0.10,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,231.468237,231.468237
42830,,Removal of adenoids,A,,2.58,2.89,NA,2.89,,0.38,5.85,5.85,0,090,0.09,0.81,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,195.395265,195.395265
42831,,Removal of adenoids,A,,2.74,3.23,NA,3.23,,0.40,6.37,6.37,0,090,0.09,0.81,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,212.763733,212.763733
42835,,Removal of adenoids,A,,2.32,2.82,NA,2.82,,0.35,5.49,5.49,0,090,0.09,0.81,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,183.370941,183.370941
42836,,Removal of adenoids,A,,3.18,3.03,NA,3.03,,0.46,6.67,6.67,0,090,0.09,0.81,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,222.784003,222.784003
